datetime,upstream,downstream
1950-01-01 00:00:00+00:00,158000.0,655000.0
1950-01-02 00:00:00+00:00,158000.0,645000.0
1950-01-03 00:00:00+00:00,168000.0,635000.0
1950-01-04 00:00:00+00:00,266000.0,623000.0
1950-01-05 00:00:00+00:00,416000.0,651000.0
1950-01-06 00:00:00+00:00,425000.0,726000.0
1950-01-07 00:00:00+00:00,394000.0,836000.0
1950-01-08 00:00:00+00:00,365000.0,927000.0
1950-01-09 00:00:00+00:00,340000.0,988000.0
1950-01-10 00:00:00+00:00,323000.0,1050000.0
1950-01-11 00:00:00+00:00,299000.0,1100000.0
1950-01-12 00:00:00+00:00,286000.0,1140000.0
1950-01-13 00:00:00+00:00,290000.0,1180000.0
1950-01-14 00:00:00+00:00,303000.0,1230000.0
1950-01-15 00:00:00+00:00,336000.0,1280000.0
1950-01-16 00:00:00+00:00,376000.0,1330000.0
1950-01-17 00:00:00+00:00,377000.0,1380000.0
1950-01-18 00:00:00+00:00,358000.0,1430000.0
1950-01-19 00:00:00+00:00,331000.0,1470000.0
1950-01-20 00:00:00+00:00,298000.0,1510000.0
1950-01-21 00:00:00+00:00,270000.0,1530000.0
1950-01-22 00:00:00+00:00,249000.0,1560000.0
1950-01-23 00:00:00+00:00,228000.0,1570000.0
1950-01-24 00:00:00+00:00,221000.0,1570000.0
1950-01-25 00:00:00+00:00,210000.0,1560000.0
1950-01-26 00:00:00+00:00,224000.0,1540000.0
1950-01-27 00:00:00+00:00,237000.0,1530000.0
1950-01-28 00:00:00+00:00,234000.0,1510000.0
1950-01-29 00:00:00+00:00,226000.0,1500000.0
1950-01-30 00:00:00+00:00,215000.0,1500000.0
1950-01-31 00:00:00+00:00,210000.0,1500000.0
1950-02-01 00:00:00+00:00,197000.0,1510000.0
1950-02-02 00:00:00+00:00,182000.0,1520000.0
1950-02-03 00:00:00+00:00,171000.0,1520000.0
1950-02-04 00:00:00+00:00,168000.0,1510000.0
1950-02-05 00:00:00+00:00,168000.0,1500000.0
1950-02-06 00:00:00+00:00,168000.0,1490000.0
1950-02-07 00:00:00+00:00,168000.0,1470000.0
1950-02-08 00:00:00+00:00,162000.0,1460000.0
1950-02-09 00:00:00+00:00,158000.0,1440000.0
1950-02-10 00:00:00+00:00,155000.0,1420000.0
1950-02-11 00:00:00+00:00,157000.0,1400000.0
1950-02-12 00:00:00+00:00,173000.0,1400000.0
1950-02-13 00:00:00+00:00,246000.0,1410000.0
1950-02-14 00:00:00+00:00,290000.0,1430000.0
1950-02-15 00:00:00+00:00,289000.0,1450000.0
1950-02-16 00:00:00+00:00,286000.0,1480000.0
1950-02-17 00:00:00+00:00,291000.0,1510000.0
1950-02-18 00:00:00+00:00,279000.0,1530000.0
1950-02-19 00:00:00+00:00,254000.0,1530000.0
1950-02-20 00:00:00+00:00,231000.0,1530000.0
1950-02-21 00:00:00+00:00,214000.0,1530000.0
1950-02-22 00:00:00+00:00,217000.0,1530000.0
1950-02-23 00:00:00+00:00,228000.0,1520000.0
1950-02-24 00:00:00+00:00,238000.0,1510000.0
1950-02-25 00:00:00+00:00,240000.0,1500000.0
1950-02-26 00:00:00+00:00,230000.0,1490000.0
1950-02-27 00:00:00+00:00,219000.0,1480000.0
1950-02-28 00:00:00+00:00,205000.0,1480000.0
1950-03-01 00:00:00+00:00,198000.0,1470000.0
1950-03-02 00:00:00+00:00,196000.0,1430000.0
1950-03-03 00:00:00+00:00,195000.0,1360000.0
1950-03-04 00:00:00+00:00,201000.0,1310000.0
1950-03-05 00:00:00+00:00,204000.0,1260000.0
1950-03-06 00:00:00+00:00,203000.0,1200000.0
1950-03-07 00:00:00+00:00,226000.0,1140000.0
1950-03-08 00:00:00+00:00,221000.0,1080000.0
1950-03-09 00:00:00+00:00,222000.0,1020000.0
1950-03-10 00:00:00+00:00,244000.0,939000.0
1950-03-11 00:00:00+00:00,260000.0,865000.0
1950-03-12 00:00:00+00:00,288000.0,806000.0
1950-03-13 00:00:00+00:00,322000.0,774000.0
1950-03-14 00:00:00+00:00,327000.0,747000.0
1950-03-15 00:00:00+00:00,307000.0,750000.0
1950-03-16 00:00:00+00:00,292000.0,781000.0
1950-03-17 00:00:00+00:00,287000.0,813000.0
1950-03-18 00:00:00+00:00,289000.0,847000.0
1950-03-19 00:00:00+00:00,288000.0,877000.0
1950-03-20 00:00:00+00:00,278000.0,908000.0
1950-03-21 00:00:00+00:00,261000.0,935000.0
1950-03-22 00:00:00+00:00,244000.0,959000.0
1950-03-23 00:00:00+00:00,237000.0,971000.0
1950-03-24 00:00:00+00:00,234000.0,967000.0
1950-03-25 00:00:00+00:00,229000.0,939000.0
1950-03-26 00:00:00+00:00,219000.0,888000.0
1950-03-27 00:00:00+00:00,235000.0,847000.0
1950-03-28 00:00:00+00:00,253000.0,806000.0
1950-03-29 00:00:00+00:00,243000.0,792000.0
1950-03-30 00:00:00+00:00,227000.0,803000.0
1950-03-31 00:00:00+00:00,237000.0,813000.0
1950-04-01 00:00:00+00:00,262000.0,813000.0
1950-04-02 00:00:00+00:00,286000.0,806000.0
1950-04-03 00:00:00+00:00,342000.0,806000.0
1950-04-04 00:00:00+00:00,401000.0,817000.0
1950-04-05 00:00:00+00:00,448000.0,843000.0
1950-04-06 00:00:00+00:00,449000.0,877000.0
1950-04-07 00:00:00+00:00,442000.0,912000.0
1950-04-08 00:00:00+00:00,435000.0,947000.0
1950-04-09 00:00:00+00:00,437000.0,971000.0
1950-04-10 00:00:00+00:00,443000.0,996000.0
1950-04-11 00:00:00+00:00,428000.0,1020000.0
1950-04-12 00:00:00+00:00,407000.0,1040000.0
1950-04-13 00:00:00+00:00,383000.0,1060000.0
